Titulo,Serviço,Grupo,Ação,Avaliação,Publicação,Localidade,Matriz de Achados?,a. Questões de Auditoria,b. Subquestões de Auditoria,c. Descrição sumária,d. Critério (O que deveria ser),e. Condição ou situação encontrada (O que é) [achados],f. Evidências,g. Informação extraída das evidências,h. Causas,i. Efeitos,j. Boas Práticas,k. Recomendações,l. Benefícios esperados,m. Manifestação,n. Conclusões
"Relatório nº 201408445 - PM de Colatina/ES - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/2/2018,Colatina/ES,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"Relatório nº 201408444 - PM de Codó/MA - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/2/2018,Codó/MA,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
"Relatório nº 201408442 - Gabinete PM de Ceará-Mirim/RN - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/2/2018,Ceará-Mirim/RN,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
Relatório de Avaliação dos Resultados da Gestão nº 201701529 - Centro Federal de Educação Tecnológica - Celso Suckow da Fonseca,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/5/2018,Rio de Janeiro/RJ,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1
Relatório de Avaliação dos Resultados da Gestão nº 201701021 - Secretaria de Orçamento Federal,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/5/2018,Brasília/DF,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
RDE nº 00209.000237/2015-49 - Distrito Sanitário Especial Indígena - DSEI Maranhão,Auditoria Interna Governamental - Apuração,Demandas Externas e Representações,Auditoria interna governamental,Não,3/5/2018,São Luís/MA,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
"Relatório nº 201408443 - PM de Chapecó/SC - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/5/2018,Chapecó/SC,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1
"Relatório nº 201408441 - Gabinete PM de Catanduva/SP - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/5/2018,Catanduva/SP,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
"Relatório nº 201408440 - Gabinete PM de Catalão/GO - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/5/2018,Catalão/GO,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1
"Relatório nº 201408435 - PM de Campinas/SP - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/5/2018,Campinas/SP,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
"Relatório nº 201408423 - Município de Artur Nogueira/SP - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/5/2018,Artur Nogueira/SP,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1
"Relatório nº 201408421 - PM de Araraquara/SP - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/5/2018,Araraquara/SP,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1
Relatório de Auditoria nº 201701947 - Secretaria de Desenvolvimento da Infraestrutura,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/5/2018,Brasília/DF,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1
Relatório de Auditoria n.º 201603158 - Arquivo Nacional,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/6/2018,Rio de Janeiro/RJ,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1
"Relatório nº 201408452 - PM de Euclides da Cunha - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/6/2018,Euclides da Cunha/BA,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1
"Relatório nº 201408449 - PM de Divinópolis/MG - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/6/2018,Divinópolis/MG,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
"Relatório nº 201408446 - Gabinete PM de Colombo/PR - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/6/2018,Colombo/PR,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1
"Relatório nº 201408439 - PM de Cascavel/PR - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/6/2018,Cascavel/PR,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1
"Relatório nº 201408438 - PM de Carapicuíba/SP - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/6/2018,Carapicuíba/SP,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
"Relatório nº 201408437 - Gabinete PM de Campo Bom/RS - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/6/2018,Campo Bom/RS,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
"Relatório nº 201408430 - Gabinete PM de Breves/PA - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/6/2018,Breves/PA,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1
"Relatório nº 201408425 - Fundo Municipal de Saúde de Barretos/SP - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/6/2018,Barretos/SP,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
Relatório nº 201603360 - Secretaria de Estado de Segurança Pública - SESP/AC - AEPG - Enafron,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/7/2018,Assis Brasil/AC,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1
Relatório de Avaliação dos Resultados a Gestão nº 201702208 - Núcleo Estadual do Ministério da Saúde no Estado de São Paulo - Nems/SP.,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/7/2018,São Paulo/SP,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1
RDE nº201603518 - Instituto Nacional de Traumatologia e Ortopedia - INTO/AC,Auditoria Interna Governamental - Apuração,Demandas Externas e Representações,Auditoria interna governamental,Não,3/7/2018,Rio Branco/AC,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1
"Relatório nº 201408456 - Gabinete PM de Ferraz de Vasconcelos/SP - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/7/2018,Ferraz de Vasconcelos/SP,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
"Relatório de Fiscalização nº 201408455 - Gabinete PM de Feira de Santana - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/7/2018,Feira de Santana/BA,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1
"Relatório nº 201408454 - Gabinete PM de Feira de Santana/BA - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura no município de Feira de Santana/BA.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/7/2018,Feira de Santana/BA,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
"Relatório nº 201408453 - PM de Fazenda Rio Grande/PR - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/7/2018,Fazenda Rio Grande/PR,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1
"Relatório nº 201408451 - PM de Erechim/RS - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/7/2018,Erechim/RS,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
"Relatório nº 201408447 - Secretaria da Administração PM de Corumbá/MS - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/7/2018,Corumbá/MS,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1
"Relatório nº 201408434 - PM de Campinas/SP - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/7/2018,Campinas/SP,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
"Relatório nº 201408428 - PM de Birigui/SP - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/7/2018,Birigui/SP,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"Relatório nº 201408426 - PM de Bauru/SP - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/7/2018,Bauru/SP,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
Relatório de Avaliação dos Resultados da Gestão nº 201204094 - Secretaria Nacional de Programas de Desenvolvimento do Turismo - SNPDTur,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/8/2018,Brasília/DF,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
"Relatório nº 201504225 - Financiadora de Estudos e Projetos (FINEP) - Fiscalização sobre a execução do convênio celebrado para a implantação do ""Laboratório Olímpico""",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/9/2018,Rio de Janeiro/RJ,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1
"Relatório de Auditoria nº 201412402 - Superintendência Federal de Agricultura, Pecuária e Abastecimento no Estado do Paraná ? SFA/PR",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/9/2018,Icaraíma/PR,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1
"Relatório de Auditoria nº 201308755 - Superintendência Federal de Agricultura, Pecuária e Abastecimento no Estado do Paraná ? SFA/PR",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/9/2018,Pinhalão/PR,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1
Relatório de Auditoria n.º 201603412 - Comissão Nacional de Energia Nuclear (CNEN),Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/9/2018,Rio de Janeiro/RJ,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
Relatório de Auditoria n.º 201603411 - Comissão Nacional de Energia Nuclear (CNEN),Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/9/2018,Rio de Janeiro/RJ,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1
Relatório de Avaliação dos Resultados da Gestão nº 201501466 - Financiadora de Estudos e Projetos (Finep),Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/9/2018,Rio de Janeiro/RJ,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1
Relatório de Auditoria Anual de Contas nº 201701115 - CODEBA - exercício de 2016,Auditoria Interna Governamental - Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,3/9/2018,Salvador/BA,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1
Relatório de Avaliação dos Resultados da Gestão nº 201700186 - Furnas,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/9/2018,Rio de Janeiro/RJ,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1
RDE nº 2016.03339 - Ipen,Auditoria Interna Governamental - Apuração,Demandas Externas e Representações,Auditoria interna governamental,Não,3/9/2018,São Paulo/SP,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1
"Relatório nº 201408468 - Gabinete PM de Itaberaba/BA - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/9/2018,Itaberaba/BA,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1
"Relatório nº 201408467 - PM de Irati/PR - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/9/2018,Irati/PR,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1
"Relatório nº 201408466 - PM de Indaiatuba/SP - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/9/2018,Indaiatuba/SP,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1
"Relatório nº 201408464 - Gabinete PM de Iguatu/CE - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praça dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/9/2018,Iguatu/CE,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1
"Relatório nº 201408462 - PM de Guarapuava/PR - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/9/2018,Guarapuava/PR,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1
"Relatório nº 201408460 - Gabinete PM de Francisco Morato/SP - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos ? Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/9/2018,Francisco Morato/SP,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
Relatório nº 201702004 - Município de Juiz de Fora ? Apoio à Alimentação Escolar na Educação Básica ? Pnae,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/9/2018,Juiz de Fora/MG,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
Relatório de Auditoria nº 201603538 - Fundação Brasil Criativo,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/9/2018,Aracaju/SE,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1
Relatório de Avaliação dos Resultados da Gestão nº 201505640 - Telecomunicações Brasileiras S.A. Telebras,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/9/2018,Brasília/DF,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1
RDE nº 201600202 - Distrito Sanitário Especial Indígena - Yanomami - DSEI-Y - Contratação e operacionalização de transporte aéreo,Auditoria Interna Governamental - Apuração,Demandas Externas e Representações,Auditoria interna governamental,Não,3/9/2018,Boa Vista/RR,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1
Relatório de Auditoria Anual de Contas nº 201701114 - CDP/PA - exercício de 2016,Auditoria Interna Governamental - Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,3/9/2018,Belém/PA,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1
Relatório de Avaliação dos Resultados da Gestão nº 201701292 - UNIR - Relacionamento Fundações de Apoio,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/12/2018,Porto Velho/RO,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1
Relatório de Avaliação dos Resultados da Gestão nº 201700003 - Superintendência do Patrimônio da União/MS,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/13/2018,Campo Grande/MS,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1
RDE nº201505378 - Ceasaminas,Auditoria Interna Governamental - Apuração,Demandas Externas e Representações,Auditoria interna governamental,Não,3/14/2018,Contagem/MG,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
Relatório de Auditoria nº 201504955 - Secretaria Executiva - Ministério das Comunicações - MCTIC,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,12/30/1899,Brasília/DF,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1
Relatório de Avaliação de Resultados de Gestão nº 201700485 - Agência nacional de Telecomunicações ANATEL,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/14/2018,Brasília/DF,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1
Relatório de Auditoria nº 201505647 - Agência Espacial Brasileira,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/14/2018,Brasília/DF,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1
Relatório de Avaliação dos Resultados da Gestão nº 201702527 - Secretaria de Desenvolvimento e Infraestrutura,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/14/2018,Brasília/DF,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1
Relatório de Auditoria nº 201316991 - CNPq - Projeto UNESCO914BRZ2002,Auditoria Interna Governamental - Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria interna governamental,Não,3/14/2018,Brasília/DF,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1
Relatório de Auditoria nº 201203212 - MCTIC/SECIS,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/14/2018,Brasília/DF,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1
"Relatório de Auditoria nº 201700916 - Superintendência Federal de Agricultura, Pecuária e Abastecimento - Goiás",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/14/2018,Goiânia/GO,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1
Relatório de Auditoria nº 201700126 - Embrapa Arroz e Feijão,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/14/2018,Santo Antônio de Goiás/GO,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1
Relatório de Auditoria Anual de Contas nº 201701258 - SPU/MP - exercício 2016,Auditoria Interna Governamental - Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,3/15/2018,Brasília/DF,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1
Relatório de Auditoria Anual de Contas nº 201701243 - IPEA/MP - exercício 2016,Auditoria Interna Governamental - Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,3/15/2018,Brasília/DF,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1
Relatório de Auditoria Anual de Contas nº 201701242 - SEGES/MP - exercício 2016,Auditoria Interna Governamental - Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,3/15/2018,Brasília/DF,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1
Relatório de Auditoria nº 201601525 - DESO,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/15/2018,Nossa Senhora da Glória/SE,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1
Relatório de Avaliação dos Resultados da Gestão nº 201601700 - Secretaria de Infraestrutura Hídrica,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/15/2018,Recife/PE,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
Relatório de Avaliação dos Resultados da Gestão nº 201700342 - Secretaria de Infraestrutura Hídrica,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/15/2018,Lagoa dos Gatos/PE,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1
Relatório de Avaliação dos Resultados da Gestão nº 201700341 - Secretaria de Infraestrutura Hídrica,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/15/2018,Cupira/PE,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1
Relatório de Avaliação dos Resultados da Gestão nº 201701204 - DNOCS,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/15/2018,Brasília/DF,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1
Relatório de Avaliação dos Resultados da Gestão nº 201701203 - DNOCS,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/15/2018,Brasília/DF,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1
"Relatório nº 201408461 - Gabinete PM de Gaspar/SC - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura.",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/16/2018,Gaspar/SC,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1
"Relatório nº 201408459 - PM de Franca/SP - Implantação de Espaços Integrados de Esporte, Cultura, Lazer e Serviços Públicos - Praças dos Esportes e da Cultura",Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/16/2018,Franca/SP,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
Relatório de Auditoria Anual de Contas nº 201601014 - CNPq - exercício 2015,Auditoria Interna Governamental - Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,3/16/2018,Brasília/DF,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1
Relatório de Auditoria Anual de Contas nº 201600633 - MCTIC/SEPIN - exercício 2015,Auditoria Interna Governamental - Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,3/16/2018,Brasília/DF,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1
Relatório de Auditoria Anual de Contas nº 201600613 - MCTIC/SETEC - exercício 2015,Auditoria Interna Governamental - Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,3/16/2018,Brasília/DF,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1
Relatório de Auditoria Anual de Contas nº 201601033 - MCTIC/SEXEC - exercício 2015,Auditoria Interna Governamental - Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,3/16/2018,Brasília/DF,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1
Relatório de Auditoria Anual de Contas nº 201700819- Unifap - exercício de 2016,Auditoria Interna Governamental - Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,3/19/2018,Macapá/AP,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1
Relatório nº 201408458 - PM de Formosa/GO - Implantação do Centro de Arte e Esporte Unificado ? CEU.,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,3/19/2018,Formosa/GO,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1
Relatório de Avaliação dos Resultados da Gestão nº 201504913 - UFSC,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/19/2018,Florianópolis/SC,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1
Relatório de Auditoria Anual de Contas nº 201700853 - UNIR - Exercício de 2016,Auditoria Interna Governamental - Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,3/20/2018,Porto Velho/RO,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1
Relatório de Auditoria nº 201505646 - CNPq,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/22/2018,Brasília/DF,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1
Relatório de Auditoria nº 201316990 - MCTIC/CGRL -Projeto PNUD 914BRZ2018,Auditoria Interna Governamental - Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria interna governamental,Não,3/22/2018,Brasília/DF,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1
Relatório de Avaliação dos Resultados da Gestão n° 201700337 - SMC/Mapa.,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/26/2018,Brasília/DF,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1
Relatório de Auditoria nº 201603284 - Empresa Brasileira de Serviços Hospitalares - CHC-UFPR.,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Não,3/26/2018,Curitiba/PR,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1
Relatório de Demandas Externas nº 201503722 - Implantação e Adequação de Estruturas Esportivas Escolares,Auditoria Interna Governamental - Apuração,Demandas Externas e Representações,Auditoria interna governamental,Não,3/28/2018,Mucuri/BA,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
Relatório nº 81 - Manutenção do Projeto de Integração do Rio São Francisco,Auditoria Interna Governamental - Avaliação,Seleção baseada em riscos,Auditoria interna governamental,Sim,4/3/2018,Brasília/DF,0,1 estratégicas,1,1,1,1,1,1,0,0,0,1,0,1,1
